	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9
14542|INTS5	7.79933	5.31559	0	9.69089	14.8861	10.6973	9.09557	4.01925	6.34798	9.97583	14.9937	7.95166	7.04563	6.09037	9.05767	15.2082	12.4362	9.18605	4.83437	6.31017	9.75953	14.0733
14171|CENPO	10.5899	15.8778	51.5514	12.7562	71.7731	64.6593	35.606	2.7321	20.6598	3.55412	68.8177	12.1712	19.2206	63.4369	12.7055	73.5454	72.5399	38.6907	4.29259	25.1841	4.91118	74.6768
8668|KREMEN2	0.865608	1.43912	0	0.0378539	2.63214	4.03248	0.245227	0.0276872	0.27682	0.245811	1.11592	1.26259	0.866626	0	0.105917	2.72638	4.25332	0.334295	0	0.30689	0.338195	1.09381
1322|RHOG	118.259	219.155	85.4971	79.0541	105.051	83.9066	114.929	42.9855	86.5254	512.705	334.285	166.944	277.05	10.6783	100.219	150.392	122.653	147.12	60.8551	106.11	690.799	401.708
5570|MUC17	0.226747	0.00930802	14.2178	0	0.0518607	0.0109303	0	0.0541873	0.347563	0.0493214	0	0.434579	0.00975974	25.9899	0	0.111822	0.0109527	0.0609433	0.0184158	0.91231	0.0398129	0.0183726
14973|ZNF160	43.237	50.5321	192.918	69.5146	47.6545	33.2199	32.5743	26.9673	64.2509	63.9679	36.3705	49.6351	59.7145	264.965	62.2756	62.3747	38.9808	33.5819	34.058	76.3459	59.4451	42.4781
100039|MT1E	1952.41	352.209	0	409.973	3.06149	10.6864	5.25984	743.293	5.73371	187.062	94.2196	102.487	1908.98	8.42142	6.85201	2.41518	8.20713	30.1036	7.51997	4.41736	2.31271	1.17324
2735|ARAP2	38.524	39.3375	133.812	278.3	32.0425	57.3473	100.414	86.2593	104.858	744.735	27.966	33.3443	34.4606	67.2718	228.541	32.7385	51.2885	83.0572	67.5956	81.9151	634.555	26.6008
15504|CASC4	5.04746	2.97085	0	13.7777	7.23138	7.35648	8.28463	3.51316	9.42099	4.1213	9.0756	7.68652	3.10233	0.011364	12.0467	8.21084	8.89794	7.60423	4.1384	8.47768	4.12016	8.91455
11182|MRVI1	2.83136	2.06295	0	9.41225	0.124447	1.45093	8.15206	0.808829	9.55246	0.791721	0.40705	5.91962	5.33543	0	13.0965	0.294988	2.15713	13.9285	1.24399	13.4319	0.839619	0.48524
17711|MSGN1	0	0	35.85	0.194722	0.164025	0.1144	0.119839	0	0.15755	0.054355	0	0.0715868	0.099822	7.30012	0	0.0590817	0	0.187741	0.185881	0.113996	0.163207	0.0483296
20775|C2orf57	0.300269	0.415325	103.739	0.105046	0	0.209076	123.437	0	127.581	0.488189	0.0874076	0.807337	0	24.446	0.283937	0.897924	0.106303	140.952	0.724749	136.943	0.472417	0.0755386
1566|TYR	0.168222	88.5889	335.321	0.358877	260.965	0.151577	0.788744	0.122716	0.543304	1.30468	0.138062	0.388025	53.2099	94.8277	1.10024	177.42	0.404591	0.489056	0.126536	0.605813	0.752276	0
5782|NOL3	1.33294	0.673269	0	1.28299	2.08486	1.32173	0.562065	0.264964	1.04233	0.10026	0.176117	1.71626	0.833271	0	0.94199	2.04551	1.01103	0.495149	0.294608	0.638145	0.165147	0.10581
14855|WEE2	1.39925	0	69.21	0	0	0	0	0.377945	0.508538	0.964934	0	0	0.99646	47.4741	0.937442	0	0	0.719539	0	0	1.09055	0.377083
30231|OR8U8	0	0	0	0	0	0	0	0	0	0	0.108423	0	0	0	0	0.119761	0	0	0	0	0.302614	0
8938|SLC16A2	32.6247	13.2165	34.9301	36.799	15.4633	56.787	48.2913	65.1809	22.5397	0.457098	4.58563	27.2646	13.8267	38.0966	29.3813	12.3224	56.5455	42.5912	52.859	22.6703	0.342106	4.96161
4196|FCN2	3.18123	8.54344	0	0.037036	0	0.0687853	0.480836	29.8753	0.451715	0	0	4.33653	9.53435	0	0	0	0.0344628	0.328541	30.0567	0.602483	0	0
30389|LOC100996842	16.2867	10.4638	0	21.7141	14.7347	9.45939	12.9192	6.40675	11.5575	2.23546	3.5815	13.8502	12.9256	69.2119	19.488	14.1644	11.5882	10.147	5.69938	10.7592	3.15099	3.71308
11000|TESPA1	4.53234	13.71	0	105.149	4.24344	0.113314	20.3892	0.440768	2.79926	43.7779	28.0331	10.0578	33.9426	0	187.888	8.42432	0.113183	35.0987	0.62861	4.14479	75.7987	46.9176
7711|TPST1	103.773	66.4442	120.571	254.919	99.8068	77.4302	280.046	73.4383	178	19.0668	24.5178	93.1849	61.2595	64.3328	188.781	89.9468	64.8499	242.459	59.7701	164.592	13.8054	21.0946
4104|FABP6	19.1405	0.264515	0	5.53967	4.14291	0.78321	2.2501	0.480782	0.97006	0	1.62091	17.5651	0.21365	0	5.53094	3.97401	1.32147	1.54882	0.286132	1.04135	0	2.23748
13846|RPL31	75.3394	52.6734	0	25.427	63.373	34.9408	14.5881	17.217	32.5908	54.2088	77.215	51.3251	47.4165	0	13.5961	44.5502	25.3568	12.0322	11.6881	22.2384	37.2087	51.3253
7646|TMEM9	131.105	63.7362	0	163.058	184.971	209.862	174.605	50.8403	90.8043	26.8451	124.186	143.548	79.7163	0	134.963	176.843	213.71	170.641	51.4132	86.055	28.1723	111.637
12799|ARL15	2.60816	1.29469	0	4.61086	3.90147	1.91229	4.26318	1.81951	5.11689	2.40284	8.43995	2.60721	2.24496	0	4.38025	3.26261	2.33141	3.52894	1.33161	4.58852	2.54844	8.80241
11431|CLASRP	66.4483	81.8395	0	45.014	40.2222	35.6368	32.4956	17.5086	32.5955	41.4661	41.5984	70.9445	88.0226	0	41.4079	46.7754	45.96	39.2621	18.485	35.8691	44.7522	47.4403
16234|CNBD2	0.148326	0.176275	41.1335	0.236444	1.11148	0.29013	6.26142	0.175112	3.35737	0.738349	0.276057	0.177904	0.127187	88.0347	0.290329	1.66737	0.581804	3.32651	0.247245	2.96138	0.462865	0.555672
12612|PEX5L	19.4706	0.823361	0	123.319	9.45222	0.04196	16.0987	0.065411	3.38181	0.0759605	0.191658	21.1478	0.574269	0	120.617	11.6585	0	18.9753	0	4.82228	0	0.30841
8802|PCGF3	11.5875	8.15259	0	23.1821	21.6351	22.0338	23.3587	7.92613	20.8806	8.17741	27.4518	26.3233	21.7534	7.35699	46.3261	40.4349	45.5425	44.3844	12.4778	35.392	13.8738	43.2016
8841|PON2	524.112	297.186	64.8896	488.476	308.797	326.126	149.26	206.535	181.853	5.51188	67.9528	412.249	249.834	12.6119	336.586	268.64	289.558	115.953	171.964	156.644	3.58935	61.2353
13465|POU2F3	1.63298	0.142614	0	0	1.17285	15.9781	1.71042	1.50635	0.984986	0	0	1.97314	0.384374	0	0.0809498	0.34396	15.4701	0.898798	2.26716	1.83445	0	0
12726|MYPN	21.123	0.439759	0	0.166305	11.7461	6.35409	1.18291	0.258274	13.941	0	0	20.541	0.747856	0	0.465989	16.8897	9.34203	2.79024	0.420901	20.2765	0	0
9710|MAN2A2	43.7217	34.5486	0	102.816	38.331	19.4189	41.7736	18.3492	39.7249	14.7636	37.1251	85.6307	81.9897	0	154.911	65.1005	35.7914	71.2744	31.2022	61.0661	23.3209	59.6606
2400|AACS	19.6309	10.3817	0	36.7364	26.8313	37.1914	39.2153	4.60912	46.8586	3.78408	23.6119	27.2658	12.7979	0	46.0325	39.167	49.7651	53.0412	4.65003	64.2108	6.58511	30.4478
16753|OLIG3	0.0520225	0	21.8525	0	0.139418	0.0247483	0	0	0.0221982	0.0443891	0	0	0	0	0.0256366	0.423709	0.0739161	0.0804655	0.0197333	0.0246092	0.24712	0
9797|NEFM	39.7472	11.7157	7.48611	347.493	1.22959	1.85587	20.8864	0.188407	7.58591	0.803735	0.0367817	50.7279	15.8196	52.7407	305.731	1.13071	1.66107	23.3581	0.255449	9.79923	0.515677	0.0328995
17092|SMIM13	29.5514	14.7972	19.2328	211.542	65.8169	65.6583	49.4404	32.8381	32.8587	26.5157	95.6335	36.1776	16.4537	50.6196	162.088	43.3327	43.3019	35.3167	29.3042	29.8476	23.6882	66.6109
11755|KIAA0895	8.27645	1.9007	0	26.2149	7.0608	8.38524	20.8847	3.05599	16.256	0.838657	1.54405	7.24344	1.46304	28.9598	17.7007	6.53546	6.82869	17.5293	2.00556	13.6666	0.575258	1.89504
13864|ATG101	108.723	90.1352	28.4512	93.8683	124.972	155.51	94.9648	33.3881	81.6961	41.6832	67.1508	110.478	84.1344	139.107	78.3163	109.667	135.051	89.0237	28.2477	69.9897	39.7402	60.0743
10453|C17orf51	3.5396	1.44169	0	23.6571	8.78469	4.54236	12.2356	2.60913	7.77002	1.28559	5.38604	6.55322	3.37274	13.831	29.4669	11.1484	7.8968	18.9277	3.82781	11.2683	0.823902	8.12285
10906|GCC2	6.78177	6.76889	0	17.5011	9.3316	9.81139	3.82927	6.29837	13.1763	10.424	9.13228	9.10022	9.26579	0	19.1518	12.6881	10.502	3.69588	6.63106	15.0373	11.2781	9.42168
7184|SLC8A2	4.8925	0.0998753	0.728127	41.0327	0.365312	0.0597183	6.98605	0.0366473	0.608759	0.0399065	0.0429108	5.9216	0.157889	0	43.5944	0.438403	0.312443	9.25668	0	0.675809	0.0404368	0.024801
12505|MAPK1IP1L	37.9774	41.3799	67.7899	32.7349	76.9649	61.2523	64.0438	25.8622	45.3244	82.2951	79.6075	46.5142	47.1326	63.5392	44.1086	102.379	77.0401	88.7411	32.3496	56.1302	107.348	90.9466
16796|ZNF431	6.84556	7.41139	0	15.1905	19.2834	21.153	15.4325	3.157	17.477	12.9552	24.4404	8.88871	6.55996	0	11.744	19.6732	17.4729	14.8165	2.39516	15.0432	13.0724	23.2192
17271|MRGPRX1	0.0125309	0.029245	8.11091	0.0127597	0.119511	0	0.107358	0.0283911	0.0857445	0.092836	0.0110994	0	0.0307108	33.236	0	0.187267	0.0458928	0.0893589	0.077122	0.0239213	0.156409	0.00960651
17144|STAC3	96.2382	16.3849	0	3.95964	3.57561	2.1177	8.68496	1.87344	50.8293	3.29446	22.4263	92.6804	15.4884	0	2.99217	5.39277	2.63835	7.75372	1.73968	44.4203	2.45587	21.8039
1675|GRIK1	12.4893	13.0249	89.0144	35.4499	1.63719	0.746794	6.2539	1.05316	2.46559	1.15627	0.912932	11.7874	9.98441	113.262	27.0667	1.85104	1.01502	6.56055	0.786121	2.25193	1.1528	0.629335
12177|GPR78	0.118235	0.031159	3.32498	0.578878	0.243476	0.2644	0.457328	9.19736	0.674521	0.167731	0.0343123	0.184546	0.0975363	82.4533	0.383131	0.831099	0.377276	0.723685	10.2972	0.970852	0.473742	0
13342|KIZ	0.737681	0.29818	0	0.75981	0.582503	0.139558	0.263636	0.174617	0.920864	0.513061	0.600965	0.596657	0.138926	0	0.726647	0.463171	0.0789515	0.194856	0.225271	0.461695	0.213733	0.231147
12256|MRPL13	9.57202	6.1701	0	9.04077	30.1922	48.4353	6.58745	5.3871	12.5785	7.14985	52.6563	8.9517	7.99875	0	6.9807	26.6047	41.939	5.846	4.98639	10.4257	5.76451	47.1536
7446|SYNPO2	206.307	68.3763	30.9762	67.0347	4.18617	47.5559	272.375	60.0889	574.38	2.92657	25.3227	231.552	75.4263	128.784	77.6685	6.35461	59.3722	326.057	68.6163	733.935	2.79725	29.0636
11028|TECPR2	1.69923	0.761832	0	5.4522	2.42842	1.83161	6.15611	0.756492	3.6385	3.11839	1.75101	3.46912	1.98114	0.554374	9.09566	3.82582	3.09935	10.6569	1.15063	4.98487	5.08792	2.50426
15501|SCAMP4	66.4157	38.58	77.3511	89.5843	72.9704	82.5435	115.242	25.2153	53.1164	29.5598	56.436	111.073	67.355	61.8517	107.25	114.644	116.619	149.654	35.1243	75.134	38.8131	79.9765
10464|C19orf81	0.084387	0.146347	40.948	0.246751	0.148836	0	1.3989	0	1.30984	0.154169	0.0702256	0.294686	0	16.7965	0.464001	0.16096	0	0.787267	0.0982652	2.33533	0.537973	0.125867
4343|GADD45G	40.6573	17.7726	6.72504	12.8581	3.90166	3.86355	22.402	44.2931	20.7967	5.13818	0.0719924	33.5968	17.3521	194.122	13.9027	5.00918	4.75469	32.6927	68.3526	30.6205	6.95965	0.386027
100188|KCNK16	0.0978603	0	0	0	0.437036	0	0.195101	0	0	0.187175	0	0.338249	0.168808	26.735	0.187511	1.18318	0.732082	0.422336	0.213411	0.10678	0.545673	0
13916|S1PR4	0.513098	3.05095	0	0	0.305182	0	0.959154	0.176402	0.0753017	6.94174	3.68639	0.197624	4.93298	14.4558	0	0.326244	0	0.858856	0.394256	0.33182	6.25797	2.73131
10663|TAX1BP1	39.0691	29.8736	0	47.0958	34.8933	45.6622	9.52921	17.5452	33.2654	35.3455	33.7274	29.2784	26.6304	0	33.7308	31.5562	39.5441	6.97937	13.4754	26.7685	26.7433	27.6186
12442|TRNT1	33.7066	36.1347	25.1474	67.6343	93.1867	78.763	48.7751	28.1469	60.5734	117.404	79.7002	19.4909	26.0507	118.347	31.0683	69.3985	49.8802	32.02	18.4892	41.2402	73.0396	58.5253
716|CDH12	1.16876	0.948852	37.8773	8.33625	1.32312	0.251618	1.3857	0.192156	0.956567	0.193507	0.668068	1.81554	1.58804	24.3929	11.3259	1.79496	0.401127	1.28058	0.238811	1.41913	0.150629	1.13955
4021|EPRS	6.25436	4.68198	0	7.80136	23.9439	23.1851	1.93858	2.41581	7.57785	7.93207	57.7799	3.89064	4.39307	0	4.73179	16.7778	14.8278	1.0386	2.22294	3.5932	3.88374	36.7869
14310|MICALL2	9.5897	13.3898	0	6.06847	5.30291	6.60913	4.155	2.4677	4.31249	0.418132	2.29915	9.61248	16.9991	0	7.44014	7.8167	10.9705	5.89686	1.85259	4.70833	1.09718	3.30552
14496|KLHL15	0.934639	0.685423	56.9507	4.22889	5.68762	2.69776	7.8026	1.69263	6.26939	1.85418	8.98685	1.35332	1.2124	9.69884	3.14663	5.69123	2.471	7.24681	1.27501	5.68863	2.08213	7.67283
13454|SUCNR1	0.633527	1.55292	8.53552	0.0473765	1.66454	0	1.41099	0.364358	0.837204	12.1594	6.63366	0.372596	0.83688	8.56983	0.0762888	1.06211	0.0429452	0.804279	0.144267	0.428686	5.6815	4.07216
12052|IQCF3	0.0823945	0.0672648	131.808	0.173323	0.444335	0.0811959	14.8755	0	22.6584	0.383602	0.0738249	0.198738	0	61.7847	0.159055	0.411224	0.0824582	12.3376	0.336532	15.7996	0.227433	0.127987
17164|WDR27	7.62601	7.3423	0	7.70841	5.2017	4.3908	34.3936	2.3891	24.2027	2.09226	11.0711	8.26408	8.12646	0	6.98915	8.76017	4.05399	43.5828	3.71558	25.3741	2.33908	10.4375
19075|MTRNR2L10	2.10968	1.02443	21.1519	27.0604	14.7347	20.4954	33.2444	29.2253	29.9723	26.1317	23.034	1.76812	0.773986	32.0244	28.2267	14.9692	24.3606	39.0134	40.9766	29.6921	24.2088	22.1526
9150|APBA2	2.63953	0.633431	0	22.4311	1.88096	0.710439	5.11944	0.223441	1.22293	1.25744	5.27607	8.85605	2.45908	0	45.1774	3.61841	1.53402	9.50403	0.503075	2.07191	2.36732	8.42702
4047|ERO1B	10.6563	4.55719	51.2068	7.81318	5.30015	4.33578	19.9032	10.2689	18.7051	5.06906	3.68637	6.55691	4.36563	0	5.35454	4.43116	3.22738	14.3208	8.28571	17.2344	4.33746	3.64861
362|POMZP3	9.06005	3.38956	91.4206	10.8506	6.3616	6.83216	16.1799	1.79893	10.9301	3.68442	7.25097	10.4347	4.73524	34.0611	12.7087	7.00749	7.79096	18.9249	1.94219	12.2173	4.508	7.1038
18638|RELL1	14.5302	12.4518	0.02835	50.6716	31.4809	29.269	34.5978	20.6455	45.1551	54.8116	21.57	16.0128	16.8196	0	60.0016	36.7726	34.8875	44.4316	27.073	48.77	93.5843	25.251
10898|SEC24C	19.581	14.1723	6.32491	31.691	43.4344	48.5726	41.9725	13.5292	33.9596	35.3353	53.319	29.9352	24.394	9.02402	32.3904	52.3356	55.641	51.9158	15.9815	39.9887	44.3381	61.356
20478|ZNF430	18.1429	18.0231	0	69.2897	29.7979	25.9352	17.814	8.82124	28.9336	58.6819	33.8907	12.2968	14.9634	0	40.1765	28.1815	24.3906	13.6565	9.66578	25.0388	50.6091	29.3112
10744|SYNGR3	75.8045	15.331	53.4134	295.819	26.1154	15.1236	65.4235	4.60273	7.57682	14.6275	13.8823	71.1368	13.8375	77.5213	239.288	23.8193	13.7512	57.5231	4.25092	9.25561	11.5178	12.536
16136|RALYL	5.4106	0.728029	0	58.4913	0	0	4.97271	0.227108	0.441845	0.0828503	0.259001	8.84491	0.999056	0	58.5086	0	0.031375	6.31422	0.15398	0.308752	0	0.43089
6975|SERPINF2	59.5884	79.3826	0.028078	0.42513	39.3786	0.452912	29.9893	355.406	2.15999	0.297703	0.588536	120.625	194.859	10.9086	0.302736	52.4093	0.651831	43.4482	520.031	2.85535	0.376572	0.514189
16754|TXLNB	0.526493	0.114873	0	0.165524	0.128988	0.0273933	0.182291	0.0782824	1.15246	0.109647	0.223827	1.45378	0.157209	0	0.262425	0.306386	0.0682677	0.285904	0.125803	2.07672	0.346217	0.389387
10519|C6orf15	0.078901	0	8.84004	0	0.0724807	0.383576	0.238045	0	0.972134	0.287815	0.149379	0	0	32.3335	0	0.399019	0.627506	0.170419	0	1.15439	0.142699	0.0657569
2570|AGMAT	23.186	22.141	0	5.32992	41.4103	6.46594	266.563	90.6567	7.08451	9.82682	3.43231	20.9324	21.3742	0	3.68013	40.4069	5.53781	243.018	74.5686	5.69942	8.70605	3.09384
14175|SNX19	43.3807	41.7403	0	91.507	36.2189	41.5302	119.665	34.314	91.3903	50.2136	28.9327	39.8012	38.7132	0	83.9615	47.7339	46.9738	122.987	38.1041	92.5441	45.764	32.6774
2667|ANGPTL4	25.343	12.9691	0	88.9423	21.3891	36.4142	87.983	70.6446	91.7638	344.337	0.574934	22.2592	15.1983	0	77.6812	26.5832	36.8374	89.2264	65.3116	85.7206	347.682	0.475543
100396|PLEKHM3	11.1459	6.29296	22.2584	14.9506	2.15081	1.72425	3.13862	1.56006	4.22346	6.67895	0.59569	2.75133	2.5052	3.2329	3.99467	0.964292	0.61875	1.07248	0.428121	1.28008	2.56222	0.299404
6041|PCCB	72.5362	67.6706	0	82.5623	78.7869	64.5791	87.9615	84.7046	62.1798	13.1539	146.644	70.7278	64.4351	0.0510498	63.9347	77.338	63.9441	82.1052	69.3336	56.8272	12.0229	129.427
8549|GLTPD2	0.0389771	0.247498	0	0	0.0658692	0	0.0715704	0.22927	0	0	0	0.567082	0.50704	0	0.0559642	0	0	0.458752	0.513091	0.0535489	0.0784609	0
472|TNPO1	72.2151	76.1584	153.166	95.7524	201.54	207.086	97.7866	82.3113	151.636	87.3431	224.872	44.7288	51.0642	39.2978	59.4497	139.068	141.865	53.6628	50.2561	96.1243	58.3028	162.824
13929|SAMD9L	14.2121	41.145	224.436	6.22167	16.226	18.8202	2.96489	7.75405	18.9575	265.568	16.0239	13.8874	46.1164	1.73261	5.17457	16.2996	16.9111	3.48628	8.23116	17.1801	228.361	15.2121
1194|MZB1	70.546	733.537	251.063	1.61823	1820.62	70.245	72.2043	19.2739	90.2695	48.526	190.161	50.455	720.23	228.976	1.31828	1845.33	63.9473	63.5174	23.4672	81.5977	65.6537	198.516
13317|PDHB	9.05614	6.61301	0	7.29408	10.8866	9.0733	9.83179	4.84641	9.40984	3.6058	12.6834	5.16284	3.7065	0	4.1364	6.18095	4.83715	5.16042	2.9325	4.84425	1.90819	6.5711
1995|BTN2A2	2.21098	4.74158	39.7503	6.27852	14.0637	5.51765	5.3446	2.18515	5.01608	24.7101	7.23762	3.41258	9.68697	37.462	6.81605	17.7958	6.92857	7.82914	2.37871	4.70802	29.096	9.73852
1211|NIPSNAP3B	3.63163	2.59286	0	5.7631	1.58958	0.894408	2.98105	0.498898	5.41703	1.64773	5.60136	3.84917	2.45022	31.2106	5.59125	1.66494	0.90612	2.36536	0.586573	4.77598	1.54925	6.32579
8368|CGA	0.978606	1.43061	0	0.591911	91.4358	10.2744	1.38619	2337.92	1.5225	0.522392	0.195236	0.909666	0.417503	0	0.136817	66.4309	6.80558	0.734644	1645.84	1.21362	0.194484	0.11471
1091|LAMP2	706.514	394.582	0	1229.82	619.387	917.949	723.647	629.151	464.06	689.515	693.9	575.104	305.234	0	946.472	594.95	770.17	597.566	518.429	394.591	551.376	568.967
16321|C16orf92	0	0	0	0	0.0281267	0	0.896208	0	1.07389	0	0	0	0	33.3804	0	0	0.030503	0.8919	0.0496447	0.690195	0	0
7208|SMARCD1	19.5679	18.0432	18.5389	25.0048	59.5205	34.1821	38.4459	7.1329	24.7924	22.6536	81.4192	27.9269	23.3974	0	24.5039	69.5285	38.5649	43.8796	7.39176	26.1121	27.0225	90.3863
10535|C9orf16	79.7277	62.5296	39.04	66.8736	37.9321	38.726	43.4186	9.87837	21.1281	23.491	38.2316	81.9176	63.7099	37.2593	76.2757	52.4683	58.2113	57.8991	11.9047	25.8716	30.7842	48.2643
10046|RPL18A	83.39	84.3399	0	17.7193	97.9849	60.1021	26.2503	14.6829	30.1066	40.3908	128.528	93.7831	95.095	0	19.0437	120.787	73.3621	29.8581	18.1255	39.0091	45.3974	143.577
8957|SLC5A4	1.50102	0.744881	0	0.502822	2.78172	0.0615804	1.75763	0.198103	1.44415	0	0.567323	1.22694	0.559672	0	0.503265	2.11522	0	1.3406	0.176285	1.46295	0	0.449106
12279|KRTAP27-1	0	0	498.386	0.249457	0.145915	0.382777	0.157722	0.193706	0.480723	0.782627	0.146953	0.0933682	0.135974	17.7881	0.232995	0.637348	0.0778502	0.253658	0.1403	0.455651	0.424156	0.193986
12862|NPBWR2	0	0	58.9052	2.00886	0.360578	0.0808368	0.995729	0	0	0.462839	0	0.19437	0	26.2434	1.98562	0.159627	0.16226	0.174502	0.197888	0	0.227267	0.0623919
19613|NREP	350.275	148.678	56.1642	324.505	133.364	116.741	93.5974	28.3126	42.1689	7.79018	102.424	314.419	117.357	0	310.115	118.59	97.0811	90.781	23.9511	36.0024	5.05162	99.6279
490|WHSC1L1	5.18282	2.3198	0.0102067	30.6838	18.8823	16.405	5.96303	7.27321	11.4728	10.688	17.428	10.4983	7.62871	0	34.2622	24.6086	23.1093	8.67157	9.73725	16.487	13.8809	23.1006
9989|RGL2	14.3377	13.3946	19.9638	12.4227	16.5716	18.2472	13.0249	11.2883	15.8776	11.7551	7.5118	28.8749	29.917	54.9162	15.7179	27.1823	32.3538	17.294	16.7486	22.7851	15.9783	15.167
15538|CARD16	12.317	30.5299	14.9907	3.72753	11.9801	5.55795	5.0557	12.5347	12.0531	104.424	7.88959	7.37071	24.1972	10.5389	1.60476	8.22742	3.30747	2.98747	7.73847	6.79972	66.9578	6.03704
15580|DDIT4L	2.77215	0.447656	0	1.67062	0.100516	0.413083	1.24198	0.185101	2.87716	0	1.19334	3.73023	0.671659	0	1.44488	0.148791	0.318374	1.79874	0.22243	3.48987	0.0241461	1.48081
3593|CSTF2	7.90987	8.07177	0	8.92612	18.9583	16.8075	9.10416	1.83149	9.95814	6.90484	20.5972	7.65141	8.82993	0	6.91891	19.5742	15.4197	8.60158	3.11292	7.78069	8.18758	19.774
222|INPP4A	26.2138	29.0573	0	141.447	48.6761	26.5746	48.9971	9.00889	25.9902	40.3147	35.4374	27.3437	33.4518	0	143.184	53.6841	30.2805	54.3391	8.68375	30.8127	43.7683	42.3519
990|IL11RA	4.87357	4.43476	0.114234	3.91346	1.38559	2.29005	3.71357	2.64498	4.95587	0.977983	0.684839	10.7893	10.0904	2.73208	5.12345	1.87427	3.25082	5.11491	3.39684	5.35887	1.08907	0.736706
1339|RRP9	7.00538	4.86373	0	8.66682	29.6084	16.8718	9.5021	3.04167	10.4301	11.4798	39.7275	14.0969	10.8839	0	11.8602	37.4303	24.1632	12.7995	3.82902	14.0205	14.2713	46.1749
14670|SCRT1	4.35772	1.26196	0	39.3129	0.136887	0	7.70766	0.0568833	0.450582	0.139484	0	3.47961	1.30271	0	29.8108	0.22462	0.144785	6.40242	0.0599287	0.0706801	0.137593	0
4111|FAM111B	9.88152	17.3026	177.176	0	96.7659	141.516	0.314514	4.87484	6.3333	7.55269	29.893	4.79731	6.80046	14.3412	0	65.5346	90.6584	0.278085	2.43087	3.90005	4.99064	29.4835
9018|TP53INP1	13.3652	20.9833	57.4943	8.7848	19.8615	22.7731	74.1183	23.9072	39.5496	44.0168	22.7056	10.2908	21.1724	9.20551	6.48204	18.8829	20.8872	65.1332	22.9471	35.2669	36.6645	22.7496
10084|ADAP2	1.89327	4.73698	167.148	1.06786	0.576046	0.567795	5.0574	4.34854	2.59001	2.79805	0.207155	2.50564	6.23224	0	1.07152	1.96274	0.569872	6.56852	5.48073	4.39544	3.29561	0.248026
6946|SEMA4C	30.6493	21.3989	15.4356	28.7182	15.6033	12.7802	15.2369	8.88243	11.267	3.75588	4.74835	43.582	37.2351	20.9142	35.9465	27.9326	18.4171	21.3529	11.5485	15.2832	4.44352	10.0625
14426|TEX36	0	0	0	0	1.7544	1.67356	4.32504	0	13.0029	0	0.226587	0.102229	0	0	0	1.86143	0.928194	5.23049	0	11.4053	0	0.066143
7398|STRA6	4.61531	30.1048	0	0.912247	9.70696	34.8151	72.8865	24.6226	15.9718	0	0.306563	7.03164	37.8823	0	0.956595	13.1679	40.1427	76.492	22.2616	19.4387	0	0.455185
470|TJP1	291.399	124.026	0	324.152	128.964	191.565	245.661	114.218	337.887	0.20621	2.91235	242.659	104.306	0	267.622	135.976	199.831	227.648	104.577	336.229	0.206276	4.23323
12660|NLK	7.53707	7.45329	0	36.1742	6.48537	4.67743	12.1056	2.84501	5.68502	4.7208	8.26273	3.93915	3.38804	0	19.4415	3.90601	3.32313	8.0022	1.80332	3.47033	2.15491	5.82609
12538|AMZ2	95.416	81.2775	10.9398	165.193	136.039	192.539	225.131	50.8152	244.615	94.0677	99.7468	62.9855	69.5757	6.91922	135.81	93.3893	186.081	171.65	40.2614	213.397	75.8663	84.7574
14724|TUBB4B	191.111	177.454	0	206.386	405.543	554.004	466.984	55.507	439.118	50.0806	379.459	223.582	213.835	0	229.06	475.068	655.228	621.973	67.7765	571.527	68.8034	425.609
4490|GNPTG	160.024	117.794	49.1698	243.482	116.769	99.6877	189.225	92.2303	118.443	66.6398	83.1874	278.139	219.878	29.7345	285.015	155.935	139.035	262.772	126.519	153.349	108.255	107.453
19158|TMSB10	72.2009	90.2742	0	29.6674	60.6375	72.3283	28.0982	12.3399	36.2717	127.464	37.1967	54.3407	63.4699	0	19.7286	40.9715	56.8009	19.2768	9.29014	28.8229	111.962	30.1141
10461|GPR68	1.67545	2.09723	0	3.38191	2.91551	0.692399	3.80682	0.618938	1.89183	3.4888	1.9831	1.7411	2.75052	27.2225	3.31096	2.81348	0.908551	3.97472	0.791072	1.63309	4.09156	2.15512
13986|SELL	8.78807	109.848	11.7556	9.01884	1.91642	2.47868	8.4348	7.67925	15.5773	579.487	16.2691	10.7868	162.715	0	12.0527	3.51904	3.25767	13.8076	8.09038	19.3663	701.035	21.8947
14677|TRPM8	9.79786	0.213921	0	0.172994	3.90949	1.02533	2.0525	54.3959	1.6669	0.330565	0.613582	3.94628	0.15375	14.4162	0.0809498	2.92366	0.601613	1.16844	35.5188	1.16737	0.490121	0.333405
10319|AURKAIP1	119.184	106.119	0	84.7925	79.0521	94.3314	120.923	47.1563	98.8706	48.8195	85.3957	127.702	114.019	11.365	84.5116	92.0941	115.032	137.768	52.4976	109.059	48.7767	95.0172
18183|C15orf53	0	0.112212	0	0.0754897	0.199465	0.0684927	0	0	0.125075	0.267781	0.131205	0	0.181862	0	0	0.289551	0	0	0.173108	0.0689544	0.198396	0
